,Single-ended 12 Ave. (V),Differential 13 - 14 Last (V),Differential 13 - 14 Ave. (V),Differential 13 - 14 Min. (V),Differential 13 - 14 Max. (V),Differential 15 - 16 Last (V),Differential 15 - 16 Ave. (V),Differential 15 - 16 Min. (V),Differential 15 - 16 Max. (V)
00:01:41,22.21159986856605,27.045491323053355,27.045491323053355,27.045491323053355,27.045491323053355,31.61911284568937,31.61911284568937,31.61911284568937,31.61911284568937
00:01:42,22.230573841449726,27.210886886697434,27.210886886697434,27.210886886697434,27.210886886697434,31.61348302166557,31.61348302166557,31.61348302166557,31.61348302166557
00:01:43,22.21159986856605,27.11881756661996,27.11881756661996,27.11881756661996,27.11881756661996,31.594899339562748,31.594899339562748,31.594899339562748,31.594899339562748
00:01:44,22.183139167652012,26.94400964955999,26.94400964955999,26.94400964955999,26.94400964955999,31.59123899372387,31.59123899372387,31.59123899372387,31.59123899372387
00:01:45,22.21159986856605,26.776532130333774,26.776532130333774,26.776532130333774,26.776532130333774,31.667536233445222,31.667536233445222,31.667536233445222,31.667536233445222
00:01:46,22.249547952155623,26.667316202221826,26.667316202221826,26.667316202221826,26.667316202221826,31.680488948419757,31.680488948419757,31.680488948419757,31.680488948419757
00:01:47,22.20211293380697,26.473558198736338,26.473558198736338,26.473558198736338,26.473558198736338,31.82769290443249,31.82769290443249,31.82769290443249,31.82769290443249
00:01:48,22.20211293380697,26.302214689939824,26.302214689939824,26.302214689939824,26.302214689939824,31.90029497547154,31.90029497547154,31.90029497547154,31.90029497547154
00:01:49,22.2210868377803,26.125114704775978,26.125114704775978,26.125114704775978,26.125114704775978,32.064032585333614,32.064032585333614,32.064032585333614,32.064032585333614
00:01:50,22.20211293380697,25.959342823557208,25.959342823557208,25.959342823557208,25.959342823557208,32.16640977458607,32.16640977458607,32.16640977458607,32.16640977458607
00:01:51,22.183139167652012,25.744495189218394,25.744495189218394,25.744495189218394,25.744495189218394,32.2929462067692,32.2929462067692,32.2929462067692,32.2929462067692
00:01:52,22.20211293380697,25.640740664012394,25.640740664012394,25.640740664012394,25.640740664012394,32.38403175347545,32.38403175347545,32.38403175347545,32.38403175347545
00:01:53,22.2210868377803,25.586004675671944,25.586004675671944,25.586004675671944,25.586004675671944,32.4509302215779,32.4509302215779,32.4509302215779,32.4509302215779
00:01:54,22.19262603350229,26.43969283055241,26.43969283055241,26.43969283055241,26.43969283055241,32.47144674241163,32.47144674241163,32.47144674241163,32.47144674241163
00:01:55,22.19262603350229,28.125490162938917,28.125490162938917,28.125490162938917,28.125490162938917,32.47144674241163,32.47144674241163,32.47144674241163,32.47144674241163
00:01:56,22.183139167652012,29.18806630670758,29.18806630670758,29.18806630670758,29.18806630670758,32.51051159065734,32.51051159065734,32.51051159065734,32.51051159065734
00:01:57,22.19262603350229,29.951184535433207,29.951184535433207,29.951184535433207,29.951184535433207,32.59228407869649,32.59228407869649,32.59228407869649,32.59228407869649
00:01:58,22.173652336255753,30.612388323604296,30.612388323604296,30.612388323604296,30.612388323604296,32.57373950635386,32.57373950635386,32.57373950635386,32.57373950635386
00:01:59,22.19262603350229,30.922068525046452,30.922068525046452,30.922068525046452,30.922068525046452,31.939405526542753,31.939405526542753,31.939405526542753,31.939405526542753
00:02:00,22.20211293380697,31.198019527279016,31.198019527279016,31.198019527279016,31.198019527279016,31.367627415589226,31.367627415589226,31.367627415589226,31.367627415589226
00:02:01,22.173652336255753,31.412414864865145,31.412414864865145,31.412414864865145,31.412414864865145,30.854960240946244,30.854960240946244,30.854960240946244,30.854960240946244
00:02:02,22.173652336255753,31.43663748193256,31.43663748193256,31.43663748193256,31.43663748193256,30.41824315173281,30.41824315173281,30.41824315173281,30.41824315173281
